date,product_sku,quantity,revenue,channel,region,invoice_no,customer_id,season
08/02/2025,EXHS-BAJ-100,3,2160,wholesale,khulna,INV-2025-0278,CUST-0003,winter
20/02/2025,EXHS-BAJ-100,9,6480,retail,chittagong,INV-2025-0279,CUST-0046,winter
03/02/2025,CARB-KEI-VM17,1,1200,wholesale,dhaka,INV-2025-0280,CUST-0008,winter
13/02/2025,CARB-KEI-VM17,3,3600,retail,chittagong,INV-2025-0281,CUST-0021,winter
15/02/2025,CARB-KEI-VM17,3,3600,wholesale,chittagong,INV-2025-0282,CUST-0044,winter
22/02/2025,CARB-KEI-VM17,2,2400,wholesale,chittagong,INV-2025-0283,CUST-0019,winter
07/03/2025,PIST-BAJ-100,10,5800,retail,dhaka,INV-2025-0284,CUST-0010,summer
12/03/2025,PIST-BAJ-100,6,3480,retail,barishal,INV-2025-0285,CUST-0039,summer
20/03/2025,PIST-BAJ-100,15,8700,retail,dhaka,INV-2025-0286,CUST-0046,summer
22/03/2025,PIST-BAJ-100,15,8700,wholesale,rajshahi,INV-2025-0287,CUST-0038,summer
06/03/2025,PIST-BAJ-150,7,5740,online,rangpur,INV-2025-0288,CUST-0015,summer
16/03/2025,PIST-BAJ-150,11,9020,online,chittagong,INV-2025-0289,CUST-0041,summer
21/03/2025,PIST-BAJ-150,13,10660,retail,chittagong,INV-2025-0290,CUST-0047,summer
12/03/2025,PIST-HERO-100,29,14790,retail,dhaka,INV-2025-0291,CUST-0037,summer
21/03/2025,PIST-HERO-100,32,16320,retail,dhaka,INV-2025-0292,CUST-0016,summer
07/03/2025,PIST-HONDA-125,5,3200,wholesale,dhaka,INV-2025-0293,CUST-0024,summer
13/03/2025,PIST-HONDA-125,6,3840,wholesale,sylhet,INV-2025-0294,CUST-0029,summer
18/03/2025,PIST-HONDA-125,19,12160,retail,rajshahi,INV-2025-0295,CUST-0009,summer
22/03/2025,PIST-HONDA-125,14,8960,retail,barishal,INV-2025-0296,CUST-0027,summer
05/03/2025,GASK-BAJ-100,29,6960,retail,chittagong,INV-2025-0297,CUST-0032,summer
16/03/2025,GASK-BAJ-100,39,9360,wholesale,sylhet,INV-2025-0298,CUST-0012,summer
24/03/2025,GASK-BAJ-100,17,4080,retail,khulna,INV-2025-0299,CUST-0008,summer
03/03/2025,GASK-UNIV-125,21,6090,retail,barishal,INV-2025-0300,CUST-0026,summer
09/03/2025,GASK-UNIV-125,3,870,retail,sylhet,INV-2025-0301,CUST-0019,summer
17/03/2025,GASK-UNIV-125,1,290,online,dhaka,INV-2025-0302,CUST-0022,summer
22/03/2025,GASK-UNIV-125,12,3480,wholesale,chittagong,INV-2025-0303,CUST-0047,summer
26/03/2025,GASK-UNIV-125,19,5510,wholesale,dhaka,INV-2025-0304,CUST-0023,summer
04/03/2025,CHAIN-428H,5,1750,wholesale,barishal,INV-2025-0305,CUST-0024,summer
12/03/2025,CHAIN-428H,6,2100,retail,sylhet,INV-2025-0306,CUST-0021,summer
17/03/2025,CHAIN-428H,3,1050,wholesale,chittagong,INV-2025-0307,CUST-0038,summer
18/03/2025,CHAIN-428H,6,2100,wholesale,dhaka,INV-2025-0308,CUST-0015,summer
24/03/2025,CHAIN-428H,6,2100,retail,dhaka,INV-2025-0309,CUST-0037,summer
06/03/2025,CHAIN-420,4,920,retail,dhaka,INV-2025-0310,CUST-0011,summer
12/03/2025,CHAIN-420,5,1150,retail,dhaka,INV-2025-0311,CUST-0029,summer
15/03/2025,CHAIN-420,11,2530,retail,dhaka,INV-2025-0312,CUST-0017,summer
22/03/2025,CHAIN-420,14,3220,wholesale,mymensingh,INV-2025-0313,CUST-0015,summer
27/03/2025,CHAIN-420,1,230,retail,sylhet,INV-2025-0314,CUST-0014,summer
09/03/2025,FILT-OIL-100,2,190,wholesale,dhaka,INV-2025-0315,CUST-0002,summer
17/03/2025,FILT-OIL-100,67,6365,retail,dhaka,INV-2025-0316,CUST-0037,summer
22/03/2025,FILT-OIL-100,72,6840,retail,chittagong,INV-2025-0317,CUST-0009,summer
07/03/2025,FILT-OIL-125,39,4290,online,khulna,INV-2025-0318,CUST-0047,summer
13/03/2025,FILT-OIL-125,31,3410,online,sylhet,INV-2025-0319,CUST-0006,summer
18/03/2025,FILT-OIL-125,39,4290,retail,rajshahi,INV-2025-0320,CUST-0005,summer
22/03/2025,FILT-OIL-125,5,550,wholesale,dhaka,INV-2025-0321,CUST-0018,summer
08/03/2025,FILT-AIR-100,79,6478,wholesale,dhaka,INV-2025-0322,CUST-0034,summer
21/03/2025,FILT-AIR-100,35,2870,wholesale,dhaka,INV-2025-0323,CUST-0043,summer
09/03/2025,FILT-AIR-125,61,5490,online,chittagong,INV-2025-0324,CUST-0015,summer
19/03/2025,FILT-AIR-125,41,3690,retail,sylhet,INV-2025-0325,CUST-0010,summer
09/03/2025,BRKE-PAD-DISC,27,4725,retail,chittagong,INV-2025-0326,CUST-0040,summer
14/03/2025,BRKE-PAD-DISC,11,1925,retail,dhaka,INV-2025-0327,CUST-0027,summer
21/03/2025,BRKE-PAD-DISC,8,1400,wholesale,sylhet,INV-2025-0328,CUST-0041,summer
06/03/2025,BRKE-PAD-DRUM,19,2565,wholesale,chittagong,INV-2025-0329,CUST-0019,summer
13/03/2025,BRKE-PAD-DRUM,27,3645,retail,dhaka,INV-2025-0330,CUST-0049,summer
19/03/2025,BRKE-PAD-DRUM,7,945,retail,rajshahi,INV-2025-0331,CUST-0029,summer
25/03/2025,BRKE-PAD-DRUM,12,1620,wholesale,dhaka,INV-2025-0332,CUST-0008,summer
07/03/2025,TIRE-100-18,6,6600,retail,sylhet,INV-2025-0333,CUST-0018,summer
13/03/2025,TIRE-100-18,3,3300,online,chittagong,INV-2025-0334,CUST-0027,summer
20/03/2025,TIRE-100-18,3,3300,wholesale,dhaka,INV-2025-0335,CUST-0017,summer
25/03/2025,TIRE-100-18,1,1100,retail,sylhet,INV-2025-0336,CUST-0029,summer
06/03/2025,TIRE-100-17,6,5880,retail,chittagong,INV-2025-0337,CUST-0014,summer
13/03/2025,TIRE-100-17,2,1960,retail,rajshahi,INV-2025-0338,CUST-0040,summer
19/03/2025,TIRE-100-17,6,5880,retail,sylhet,INV-2025-0339,CUST-0035,summer
23/03/2025,TIRE-100-17,3,2940,wholesale,dhaka,INV-2025-0340,CUST-0025,summer
06/03/2025,TIRE-125-18,3,4050,retail,khulna,INV-2025-0341,CUST-0046,summer
14/03/2025,TIRE-125-18,1,1350,wholesale,dhaka,INV-2025-0342,CUST-0024,summer
17/03/2025,TIRE-125-18,2,2700,retail,dhaka,INV-2025-0343,CUST-0047,summer
23/03/2025,TIRE-125-18,2,2700,retail,dhaka,INV-2025-0344,CUST-0002,summer
08/03/2025,BATT-12V7A,9,13500,retail,dhaka,INV-2025-0345,CUST-0041,summer
19/03/2025,BATT-12V7A,13,19500,retail,rajshahi,INV-2025-0346,CUST-0018,summer
03/03/2025,BATT-12V9A,5,8750,wholesale,rajshahi,INV-2025-0347,CUST-0010,summer
12/03/2025,BATT-12V9A,1,1750,wholesale,dhaka,INV-2025-0348,CUST-0026,summer
16/03/2025,BATT-12V9A,6,10500,wholesale,dhaka,INV-2025-0349,CUST-0020,summer
18/03/2025,BATT-12V9A,2,3500,retail,rajshahi,INV-2025-0350,CUST-0048,summer
23/03/2025,BATT-12V9A,1,1750,retail,dhaka,INV-2025-0351,CUST-0013,summer
05/03/2025,SPRK-NGK-C4HSA,33,4290,retail,dhaka,INV-2025-0352,CUST-0026,summer
12/03/2025,SPRK-NGK-C4HSA,38,4940,wholesale,rangpur,INV-2025-0353,CUST-0046,summer
17/03/2025,SPRK-NGK-C4HSA,20,2600,retail,dhaka,INV-2025-0354,CUST-0002,summer
19/03/2025,SPRK-NGK-C4HSA,36,4680,retail,dhaka,INV-2025-0355,CUST-0024,summer
26/03/2025,SPRK-NGK-C4HSA,25,3250,retail,chittagong,INV-2025-0356,CUST-0020,summer
11/03/2025,SPRK-NGK-BPR6ES,40,5800,retail,dhaka,INV-2025-0357,CUST-0040,summer
22/03/2025,SPRK-NGK-BPR6ES,70,10150,wholesale,khulna,INV-2025-0358,CUST-0037,summer
10/03/2025,CABL-CLUTCH-100,33,4125,retail,khulna,INV-2025-0359,CUST-0045,summer
20/03/2025,CABL-CLUTCH-100,11,1375,retail,chittagong,INV-2025-0360,CUST-0001,summer
06/03/2025,CABL-THROT-100,15,1620,wholesale,rajshahi,INV-2025-0361,CUST-0048,summer
15/03/2025,CABL-THROT-100,17,1836,retail,mymensingh,INV-2025-0362,CUST-0007,summer
24/03/2025,CABL-THROT-100,11,1188,retail,chittagong,INV-2025-0363,CUST-0009,summer
05/03/2025,CABL-SPED-100,22,2090,wholesale,chittagong,INV-2025-0364,CUST-0034,summer
13/03/2025,CABL-SPED-100,5,475,wholesale,chittagong,INV-2025-0365,CUST-0036,summer
24/03/2025,CABL-SPED-100,8,760,retail,chittagong,INV-2025-0366,CUST-0008,summer
06/03/2025,BEAR-6201,67,5025,wholesale,dhaka,INV-2025-0367,CUST-0040,summer
14/03/2025,BEAR-6201,82,6150,retail,rangpur,INV-2025-0368,CUST-0039,summer
17/03/2025,BEAR-6201,25,1875,retail,dhaka,INV-2025-0369,CUST-0022,summer
23/03/2025,BEAR-6201,30,2250,wholesale,barishal,INV-2025-0370,CUST-0009,summer
04/03/2025,BEAR-6202,1,82,retail,dhaka,INV-2025-0371,CUST-0030,summer
09/03/2025,BEAR-6202,40,3280,retail,chittagong,INV-2025-0372,CUST-0041,summer
13/03/2025,BEAR-6202,15,1230,retail,chittagong,INV-2025-0373,CUST-0041,summer
22/03/2025,BEAR-6202,6,492,retail,dhaka,INV-2025-0374,CUST-0019,summer
26/03/2025,BEAR-6202,94,7708,online,khulna,INV-2025-0375,CUST-0038,summer
04/03/2025,BEAR-6301,42,3780,retail,rajshahi,INV-2025-0376,CUST-0017,summer
14/03/2025,BEAR-6301,28,2520,retail,chittagong,INV-2025-0377,CUST-0034,summer
17/03/2025,BEAR-6301,17,1530,wholesale,chittagong,INV-2025-0378,CUST-0022,summer
22/03/2025,BEAR-6301,36,3240,online,chittagong,INV-2025-0379,CUST-0039,summer
07/03/2025,CLUT-PLATE-100,3,750,retail,khulna,INV-2025-0380,CUST-0004,summer
09/03/2025,CLUT-PLATE-100,1,250,wholesale,dhaka,INV-2025-0381,CUST-0028,summer
14/03/2025,CLUT-PLATE-100,3,750,retail,sylhet,INV-2025-0382,CUST-0033,summer
19/03/2025,CLUT-PLATE-100,3,750,retail,rajshahi,INV-2025-0383,CUST-0026,summer
26/03/2025,CLUT-PLATE-100,14,3500,retail,dhaka,INV-2025-0384,CUST-0031,summer
06/03/2025,CLUT-PLATE-125,3,870,wholesale,chittagong,INV-2025-0385,CUST-0017,summer
11/03/2025,CLUT-PLATE-125,5,1450,wholesale,sylhet,INV-2025-0386,CUST-0028,summer
19/03/2025,CLUT-PLATE-125,5,1450,retail,sylhet,INV-2025-0387,CUST-0024,summer
26/03/2025,CLUT-PLATE-125,5,1450,wholesale,khulna,INV-2025-0388,CUST-0023,summer
06/03/2025,ENGN-OIL-10W30,25,8000,wholesale,dhaka,INV-2025-0389,CUST-0001,summer
16/03/2025,ENGN-OIL-10W30,36,11520,retail,dhaka,INV-2025-0390,CUST-0013,summer
23/03/2025,ENGN-OIL-10W30,38,12160,retail,dhaka,INV-2025-0391,CUST-0007,summer
07/03/2025,ENGN-OIL-20W40,27,9450,retail,dhaka,INV-2025-0392,CUST-0037,summer
13/03/2025,ENGN-OIL-20W40,1,350,online,khulna,INV-2025-0393,CUST-0031,summer
16/03/2025,ENGN-OIL-20W40,15,5250,wholesale,mymensingh,INV-2025-0394,CUST-0032,summer
24/03/2025,ENGN-OIL-20W40,35,12250,wholesale,dhaka,INV-2025-0395,CUST-0042,summer
09/03/2025,FORK-SEAL-100,18,2160,retail,khulna,INV-2025-0396,CUST-0027,summer
19/03/2025,FORK-SEAL-100,13,1560,retail,khulna,INV-2025-0397,CUST-0029,summer
10/03/2025,SHCK-REAR-100,3,2340,wholesale,sylhet,INV-2025-0398,CUST-0022,summer
19/03/2025,SHCK-REAR-100,7,5460,wholesale,khulna,INV-2025-0399,CUST-0021,summer
09/03/2025,HEAD-LED-H4,7,3640,wholesale,chittagong,INV-2025-0400,CUST-0004,summer
13/03/2025,HEAD-LED-H4,4,2080,wholesale,dhaka,INV-2025-0401,CUST-0033,summer
24/03/2025,HEAD-LED-H4,7,3640,retail,dhaka,INV-2025-0402,CUST-0012,summer
04/03/2025,HEAD-HALO-H4,6,1440,retail,dhaka,INV-2025-0403,CUST-0037,summer
12/03/2025,HEAD-HALO-H4,7,1680,retail,khulna,INV-2025-0404,CUST-0030,summer
18/03/2025,HEAD-HALO-H4,4,960,online,dhaka,INV-2025-0405,CUST-0012,summer
26/03/2025,HEAD-HALO-H4,6,1440,retail,rajshahi,INV-2025-0406,CUST-0038,summer
09/03/2025,TAIL-UNIV-A,18,3510,online,chittagong,INV-2025-0407,CUST-0016,summer
20/03/2025,TAIL-UNIV-A,18,3510,wholesale,dhaka,INV-2025-0408,CUST-0013,summer
06/03/2025,MIRR-ROUND-10,24,1872,wholesale,chittagong,INV-2025-0409,CUST-0018,summer
17/03/2025,MIRR-ROUND-10,28,2184,retail,barishal,INV-2025-0410,CUST-0019,summer
23/03/2025,MIRR-ROUND-10,22,1716,retail,dhaka,INV-2025-0411,CUST-0006,summer
04/03/2025,HDLB-RAISED-22,2,580,retail,chittagong,INV-2025-0412,CUST-0045,summer
14/03/2025,HDLB-RAISED-22,5,1450,wholesale,chittagong,INV-2025-0413,CUST-0044,summer
19/03/2025,HDLB-RAISED-22,3,870,retail,rajshahi,INV-2025-0414,CUST-0045,summer
23/03/2025,HDLB-RAISED-22,4,1160,wholesale,rangpur,INV-2025-0415,CUST-0048,summer
09/03/2025,SEAT-COMM-100,9,3150,online,dhaka,INV-2025-0416,CUST-0034,summer
21/03/2025,SEAT-COMM-100,4,1400,retail,sylhet,INV-2025-0417,CUST-0009,summer
04/03/2025,TANK-FUEL-10L,1,1550,retail,chittagong,INV-2025-0418,CUST-0042,summer
12/03/2025,TANK-FUEL-10L,1,1550,retail,barishal,INV-2025-0419,CUST-0023,summer
16/03/2025,TANK-FUEL-10L,2,3100,retail,dhaka,INV-2025-0420,CUST-0012,summer
23/03/2025,TANK-FUEL-10L,1,1550,retail,rajshahi,INV-2025-0421,CUST-0040,summer
06/03/2025,EXHS-BAJ-100,2,1440,online,rajshahi,INV-2025-0422,CUST-0033,summer
11/03/2025,EXHS-BAJ-100,1,720,retail,dhaka,INV-2025-0423,CUST-0018,summer
15/03/2025,EXHS-BAJ-100,1,720,retail,rangpur,INV-2025-0424,CUST-0002,summer
18/03/2025,EXHS-BAJ-100,2,1440,retail,dhaka,INV-2025-0425,CUST-0020,summer
24/03/2025,EXHS-BAJ-100,2,1440,online,barishal,INV-2025-0426,CUST-0034,summer
05/03/2025,CARB-KEI-VM17,1,1200,retail,khulna,INV-2025-0427,CUST-0011,summer
15/03/2025,CARB-KEI-VM17,1,1200,wholesale,chittagong,INV-2025-0428,CUST-0013,summer
22/03/2025,CARB-KEI-VM17,3,3600,retail,barishal,INV-2025-0429,CUST-0006,summer
09/04/2025,PIST-BAJ-100,19,11020,retail,chittagong,INV-2025-0430,CUST-0031,summer
15/04/2025,PIST-BAJ-100,32,18560,retail,chittagong,INV-2025-0431,CUST-0014,summer
20/04/2025,PIST-BAJ-100,7,4060,wholesale,barishal,INV-2025-0432,CUST-0030,summer
09/04/2025,PIST-BAJ-150,21,17220,online,rajshahi,INV-2025-0433,CUST-0044,summer
21/04/2025,PIST-BAJ-150,17,13940,retail,rajshahi,INV-2025-0434,CUST-0026,summer
08/04/2025,PIST-HERO-100,21,10710,wholesale,dhaka,INV-2025-0435,CUST-0001,summer
11/04/2025,PIST-HERO-100,32,16320,wholesale,sylhet,INV-2025-0436,CUST-0005,summer
17/04/2025,PIST-HERO-100,25,12750,retail,sylhet,INV-2025-0437,CUST-0013,summer
24/04/2025,PIST-HERO-100,9,4590,retail,dhaka,INV-2025-0438,CUST-0006,summer
08/04/2025,PIST-HONDA-125,19,12160,retail,rangpur,INV-2025-0439,CUST-0011,summer
13/04/2025,PIST-HONDA-125,12,7680,wholesale,dhaka,INV-2025-0440,CUST-0007,summer
22/04/2025,PIST-HONDA-125,17,10880,retail,chittagong,INV-2025-0441,CUST-0044,summer
06/04/2025,GASK-BAJ-100,41,9840,retail,rajshahi,INV-2025-0442,CUST-0017,summer
08/04/2025,GASK-BAJ-100,1,240,retail,rajshahi,INV-2025-0443,CUST-0029,summer
16/04/2025,GASK-BAJ-100,16,3840,wholesale,chittagong,INV-2025-0444,CUST-0046,summer
21/04/2025,GASK-BAJ-100,29,6960,wholesale,dhaka,INV-2025-0445,CUST-0024,summer
26/04/2025,GASK-BAJ-100,20,4800,retail,dhaka,INV-2025-0446,CUST-0028,summer
05/04/2025,GASK-UNIV-125,24,6960,retail,chittagong,INV-2025-0447,CUST-0003,summer
09/04/2025,GASK-UNIV-125,2,580,retail,dhaka,INV-2025-0448,CUST-0024,summer
17/04/2025,GASK-UNIV-125,1,290,wholesale,dhaka,INV-2025-0449,CUST-0024,summer
22/04/2025,GASK-UNIV-125,26,7540,retail,dhaka,INV-2025-0450,CUST-0019,summer
26/04/2025,GASK-UNIV-125,19,5510,retail,rajshahi,INV-2025-0451,CUST-0018,summer
04/04/2025,CHAIN-428H,9,3150,retail,rajshahi,INV-2025-0452,CUST-0006,summer
12/04/2025,CHAIN-428H,10,3500,retail,chittagong,INV-2025-0453,CUST-0010,summer
16/04/2025,CHAIN-428H,6,2100,retail,sylhet,INV-2025-0454,CUST-0018,summer
26/04/2025,CHAIN-428H,1,350,retail,dhaka,INV-2025-0455,CUST-0040,summer
06/04/2025,CHAIN-420,1,230,retail,chittagong,INV-2025-0456,CUST-0048,summer
12/04/2025,CHAIN-420,8,1840,wholesale,dhaka,INV-2025-0457,CUST-0006,summer
13/04/2025,CHAIN-420,1,230,retail,khulna,INV-2025-0458,CUST-0008,summer
20/04/2025,CHAIN-420,14,3220,wholesale,rajshahi,INV-2025-0459,CUST-0020,summer
25/04/2025,CHAIN-420,17,3910,wholesale,sylhet,INV-2025-0460,CUST-0016,summer
11/04/2025,FILT-OIL-100,80,7600,wholesale,rajshahi,INV-2025-0461,CUST-0018,summer
20/04/2025,FILT-OIL-100,102,9690,retail,chittagong,INV-2025-0462,CUST-0026,summer
05/04/2025,FILT-OIL-125,36,3960,online,chittagong,INV-2025-0463,CUST-0021,summer
12/04/2025,FILT-OIL-125,53,5830,retail,dhaka,INV-2025-0464,CUST-0046,summer
18/04/2025,FILT-OIL-125,2,220,retail,dhaka,INV-2025-0465,CUST-0019,summer
25/04/2025,FILT-OIL-125,54,5940,wholesale,rajshahi,INV-2025-0466,CUST-0030,summer
06/04/2025,FILT-AIR-100,42,3444,wholesale,chittagong,INV-2025-0467,CUST-0014,summer
12/04/2025,FILT-AIR-100,36,2952,retail,chittagong,INV-2025-0468,CUST-0025,summer
19/04/2025,FILT-AIR-100,43,3526,retail,dhaka,INV-2025-0469,CUST-0037,summer
23/04/2025,FILT-AIR-100,26,2132,wholesale,rangpur,INV-2025-0470,CUST-0036,summer
10/04/2025,FILT-AIR-125,23,2070,retail,dhaka,INV-2025-0471,CUST-0044,summer
20/04/2025,FILT-AIR-125,108,9720,retail,chittagong,INV-2025-0472,CUST-0038,summer
06/04/2025,BRKE-PAD-DISC,12,2100,wholesale,dhaka,INV-2025-0473,CUST-0025,summer
14/04/2025,BRKE-PAD-DISC,8,1400,wholesale,sylhet,INV-2025-0474,CUST-0007,summer
19/04/2025,BRKE-PAD-DISC,16,2800,retail,dhaka,INV-2025-0475,CUST-0008,summer
23/04/2025,BRKE-PAD-DISC,15,2625,retail,chittagong,INV-2025-0476,CUST-0011,summer
03/04/2025,BRKE-PAD-DRUM,20,2700,online,dhaka,INV-2025-0477,CUST-0032,summer
10/04/2025,BRKE-PAD-DRUM,13,1755,retail,rajshahi,INV-2025-0478,CUST-0029,summer
17/04/2025,BRKE-PAD-DRUM,9,1215,online,dhaka,INV-2025-0479,CUST-0026,summer
22/04/2025,BRKE-PAD-DRUM,33,4455,wholesale,dhaka,INV-2025-0480,CUST-0022,summer
27/04/2025,BRKE-PAD-DRUM,10,1350,wholesale,rajshahi,INV-2025-0481,CUST-0044,summer
04/04/2025,TIRE-100-18,7,7700,wholesale,chittagong,INV-2025-0482,CUST-0002,summer
12/04/2025,TIRE-100-18,4,4400,retail,dhaka,INV-2025-0483,CUST-0037,summer
17/04/2025,TIRE-100-18,5,5500,wholesale,sylhet,INV-2025-0484,CUST-0024,summer
22/04/2025,TIRE-100-18,2,2200,wholesale,dhaka,INV-2025-0485,CUST-0042,summer
23/04/2025,TIRE-100-18,1,1100,wholesale,dhaka,INV-2025-0486,CUST-0013,summer
08/04/2025,TIRE-100-17,8,7840,retail,dhaka,INV-2025-0487,CUST-0002,summer
14/04/2025,TIRE-100-17,12,11760,retail,dhaka,INV-2025-0488,CUST-0016,summer
22/04/2025,TIRE-100-17,4,3920,retail,sylhet,INV-2025-0489,CUST-0016,summer
04/04/2025,TIRE-125-18,2,2700,wholesale,rajshahi,INV-2025-0490,CUST-0027,summer
09/04/2025,TIRE-125-18,1,1350,online,khulna,INV-2025-0491,CUST-0025,summer
16/04/2025,TIRE-125-18,3,4050,retail,dhaka,INV-2025-0492,CUST-0017,summer
18/04/2025,TIRE-125-18,2,2700,wholesale,barishal,INV-2025-0493,CUST-0046,summer
23/04/2025,TIRE-125-18,4,5400,wholesale,rajshahi,INV-2025-0494,CUST-0035,summer
03/04/2025,BATT-12V7A,5,7500,retail,chittagong,INV-2025-0495,CUST-0010,summer
10/04/2025,BATT-12V7A,7,10500,wholesale,khulna,INV-2025-0496,CUST-0038,summer
16/04/2025,BATT-12V7A,3,4500,retail,rajshahi,INV-2025-0497,CUST-0011,summer
22/04/2025,BATT-12V7A,4,6000,wholesale,dhaka,INV-2025-0498,CUST-0010,summer
26/04/2025,BATT-12V7A,8,12000,wholesale,barishal,INV-2025-0499,CUST-0014,summer
06/04/2025,BATT-12V9A,5,8750,retail,dhaka,INV-2025-0500,CUST-0017,summer
12/04/2025,BATT-12V9A,1,1750,wholesale,chittagong,INV-2025-0501,CUST-0049,summer
18/04/2025,BATT-12V9A,7,12250,wholesale,dhaka,INV-2025-0502,CUST-0002,summer
25/04/2025,BATT-12V9A,4,7000,retail,dhaka,INV-2025-0503,CUST-0024,summer
06/04/2025,SPRK-NGK-C4HSA,97,12610,online,sylhet,INV-2025-0504,CUST-0017,summer
11/04/2025,SPRK-NGK-C4HSA,16,2080,retail,sylhet,INV-2025-0505,CUST-0014,summer
17/04/2025,SPRK-NGK-C4HSA,65,8450,retail,chittagong,INV-2025-0506,CUST-0001,summer
23/04/2025,SPRK-NGK-C4HSA,50,6500,wholesale,dhaka,INV-2025-0507,CUST-0048,summer
07/04/2025,SPRK-NGK-BPR6ES,21,3045,retail,khulna,INV-2025-0508,CUST-0011,summer
10/04/2025,SPRK-NGK-BPR6ES,40,5800,retail,khulna,INV-2025-0509,CUST-0031,summer
17/04/2025,SPRK-NGK-BPR6ES,43,6235,retail,barishal,INV-2025-0510,CUST-0005,summer
20/04/2025,SPRK-NGK-BPR6ES,29,4205,retail,dhaka,INV-2025-0511,CUST-0015,summer
26/04/2025,SPRK-NGK-BPR6ES,26,3770,wholesale,dhaka,INV-2025-0512,CUST-0047,summer
05/04/2025,CABL-CLUTCH-100,11,1375,retail,rajshahi,INV-2025-0513,CUST-0003,summer
17/04/2025,CABL-CLUTCH-100,14,1750,retail,dhaka,INV-2025-0514,CUST-0022,summer
21/04/2025,CABL-CLUTCH-100,29,3625,retail,chittagong,INV-2025-0515,CUST-0035,summer
12/04/2025,CABL-THROT-100,60,6480,retail,dhaka,INV-2025-0516,CUST-0048,summer
22/04/2025,CABL-THROT-100,3,324,online,dhaka,INV-2025-0517,CUST-0016,summer
03/04/2025,CABL-SPED-100,3,285,retail,dhaka,INV-2025-0518,CUST-0049,summer
09/04/2025,CABL-SPED-100,15,1425,retail,chittagong,INV-2025-0519,CUST-0035,summer
17/04/2025,CABL-SPED-100,4,380,retail,barishal,INV-2025-0520,CUST-0041,summer
20/04/2025,CABL-SPED-100,4,380,retail,dhaka,INV-2025-0521,CUST-0029,summer
23/04/2025,CABL-SPED-100,11,1045,retail,dhaka,INV-2025-0522,CUST-0035,summer
04/04/2025,BEAR-6201,33,2475,retail,dhaka,INV-2025-0523,CUST-0018,summer
12/04/2025,BEAR-6201,1,75,retail,chittagong,INV-2025-0524,CUST-0033,summer
17/04/2025,BEAR-6201,48,3600,retail,chittagong,INV-2025-0525,CUST-0042,summer
21/04/2025,BEAR-6201,102,7650,online,dhaka,INV-2025-0526,CUST-0016,summer
23/04/2025,BEAR-6201,80,6000,wholesale,dhaka,INV-2025-0527,CUST-0033,summer
06/04/2025,BEAR-6202,12,984,wholesale,rajshahi,INV-2025-0528,CUST-0007,summer
11/04/2025,BEAR-6202,78,6396,retail,barishal,INV-2025-0529,CUST-0041,summer
14/04/2025,BEAR-6202,19,1558,wholesale,sylhet,INV-2025-0530,CUST-0013,summer
19/04/2025,BEAR-6202,1,82,wholesale,rajshahi,INV-2025-0531,CUST-0014,summer
23/04/2025,BEAR-6202,92,7544,retail,dhaka,INV-2025-0532,CUST-0050,summer
09/04/2025,BEAR-6301,61,5490,retail,sylhet,INV-2025-0533,CUST-0013,summer
22/04/2025,BEAR-6301,83,7470,wholesale,rajshahi,INV-2025-0534,CUST-0011,summer
08/04/2025,CLUT-PLATE-100,8,2000,retail,rangpur,INV-2025-0535,CUST-0020,summer
15/04/2025,CLUT-PLATE-100,13,3250,retail,dhaka,INV-2025-0536,CUST-0047,summer
21/04/2025,CLUT-PLATE-100,11,2750,wholesale,dhaka,INV-2025-0537,CUST-0029,summer
06/04/2025,CLUT-PLATE-125,8,2320,retail,sylhet,INV-2025-0538,CUST-0024,summer
10/04/2025,CLUT-PLATE-125,1,290,retail,dhaka,INV-2025-0539,CUST-0025,summer
13/04/2025,CLUT-PLATE-125,10,2900,wholesale,dhaka,INV-2025-0540,CUST-0013,summer
19/04/2025,CLUT-PLATE-125,1,290,wholesale,rajshahi,INV-2025-0541,CUST-0029,summer
24/04/2025,CLUT-PLATE-125,4,1160,retail,khulna,INV-2025-0542,CUST-0016,summer
06/04/2025,ENGN-OIL-10W30,23,7360,retail,dhaka,INV-2025-0543,CUST-0041,summer
09/04/2025,ENGN-OIL-10W30,14,4480,wholesale,dhaka,INV-2025-0544,CUST-0029,summer
15/04/2025,ENGN-OIL-10W30,23,7360,retail,barishal,INV-2025-0545,CUST-0009,summer
22/04/2025,ENGN-OIL-10W30,24,7680,retail,barishal,INV-2025-0546,CUST-0050,summer
27/04/2025,ENGN-OIL-10W30,19,6080,wholesale,rajshahi,INV-2025-0547,CUST-0010,summer
09/04/2025,ENGN-OIL-20W40,37,12950,retail,chittagong,INV-2025-0548,CUST-0002,summer
15/04/2025,ENGN-OIL-20W40,29,10150,wholesale,dhaka,INV-2025-0549,CUST-0045,summer
24/04/2025,ENGN-OIL-20W40,22,7700,retail,rajshahi,INV-2025-0550,CUST-0024,summer
05/04/2025,FORK-SEAL-100,16,1920,retail,dhaka,INV-2025-0551,CUST-0026,summer
10/04/2025,FORK-SEAL-100,4,480,wholesale,khulna,INV-2025-0552,CUST-0034,summer
17/04/2025,FORK-SEAL-100,7,840,online,dhaka,INV-2025-0553,CUST-0024,summer
18/04/2025,FORK-SEAL-100,5,600,retail,dhaka,INV-2025-0554,CUST-0003,summer
